episode_id,target_side,chunk_index,progress_pregrasp,seed,mode,first_prompt,second_prompt,energy_first,energy_second
00_L0_C1_left,left,7,1.0,2,left_right,pick up the left block,pick up the right block,0.27282798290252686,0.2680726647377014
00_L0_C1_left,left,7,1.0,2,right_left,pick up the right block,pick up the left block,0.2680726647377014,0.27282798290252686
01_L0_C1_right,right,0,0.125,0,left_left,pick up the left block,pick up the left block,0.3612186014652252,0.3612186014652252
01_L0_C1_right,right,0,0.125,0,right_right,pick up the right block,pick up the right block,0.37946292757987976,0.37946292757987976
01_L0_C1_right,right,0,0.125,0,left_right,pick up the left block,pick up the right block,0.3612186014652252,0.37946292757987976
01_L0_C1_right,right,0,0.125,0,right_left,pick up the right block,pick up the left block,0.37946292757987976,0.3612186014652252
01_L0_C1_right,right,0,0.125,1,left_left,pick up the left block,pick up the left block,0.3269785940647125,0.3269785940647125
01_L0_C1_right,right,0,0.125,1,right_right,pick up the right block,pick up the right block,0.3207782506942749,0.3207782506942749
01_L0_C1_right,right,0,0.125,1,left_right,pick up the left block,pick up the right block,0.3269785940647125,0.3207782506942749
01_L0_C1_right,right,0,0.125,1,right_left,pick up the right block,pick up the left block,0.3207782506942749,0.3269785940647125
01_L0_C1_right,right,0,0.125,2,left_left,pick up the left block,pick up the left block,0.40325239300727844,0.40325239300727844
01_L0_C1_right,right,0,0.125,2,right_right,pick up the right block,pick up the right block,0.3864729106426239,0.3864729106426239
01_L0_C1_right,right,0,0.125,2,left_right,pick up the left block,pick up the right block,0.40325239300727844,0.3864729106426239
01_L0_C1_right,right,0,0.125,2,right_left,pick up the right block,pick up the left block,0.3864729106426239,0.40325239300727844
01_L0_C1_right,right,2,0.375,0,left_left,pick up the left block,pick up the left block,0.27602753043174744,0.27602753043174744
01_L0_C1_right,right,2,0.375,0,right_right,pick up the right block,pick up the right block,0.3550323247909546,0.3550323247909546
01_L0_C1_right,right,2,0.375,0,left_right,pick up the left block,pick up the right block,0.27602753043174744,0.3550323247909546
01_L0_C1_right,right,2,0.375,0,right_left,pick up the right block,pick up the left block,0.3550323247909546,0.27602753043174744
01_L0_C1_right,right,2,0.375,1,left_left,pick up the left block,pick up the left block,0.29581886529922485,0.29581886529922485
01_L0_C1_right,right,2,0.375,1,right_right,pick up the right block,pick up the right block,0.37803414463996887,0.37803414463996887
01_L0_C1_right,right,2,0.375,1,left_right,pick up the left block,pick up the right block,0.29581886529922485,0.37803414463996887
01_L0_C1_right,right,2,0.375,1,right_left,pick up the right block,pick up the left block,0.37803414463996887,0.29581886529922485
01_L0_C1_right,right,2,0.375,2,left_left,pick up the left block,pick up the left block,0.26648256182670593,0.26648256182670593
01_L0_C1_right,right,2,0.375,2,right_right,pick up the right block,pick up the right block,0.34193962812423706,0.34193962812423706
01_L0_C1_right,right,2,0.375,2,left_right,pick up the left block,pick up the right block,0.26648256182670593,0.34193962812423706
01_L0_C1_right,right,2,0.375,2,right_left,pick up the right block,pick up the left block,0.34193962812423706,0.26648256182670593
01_L0_C1_right,right,7,1.0,0,left_left,pick up the left block,pick up the left block,0.2943131923675537,0.2943131923675537
01_L0_C1_right,right,7,1.0,0,right_right,pick up the right block,pick up the right block,0.28907185792922974,0.28907185792922974
01_L0_C1_right,right,7,1.0,0,left_right,pick up the left block,pick up the right block,0.2943131923675537,0.28907185792922974
01_L0_C1_right,right,7,1.0,0,right_left,pick up the right block,pick up the left block,0.28907185792922974,0.2943131923675537
01_L0_C1_right,right,7,1.0,1,left_left,pick up the left block,pick up the left block,0.28367528319358826,0.28367528319358826
01_L0_C1_right,right,7,1.0,1,right_right,pick up the right block,pick up the right block,0.27790385484695435,0.27790385484695435
01_L0_C1_right,right,7,1.0,1,left_right,pick up the left block,pick up the right block,0.28367528319358826,0.27790385484695435
01_L0_C1_right,right,7,1.0,1,right_left,pick up the right block,pick up the left block,0.27790385484695435,0.28367528319358826
01_L0_C1_right,right,7,1.0,2,left_left,pick up the left block,pick up the left block,0.24982479214668274,0.24982479214668274
01_L0_C1_right,right,7,1.0,2,right_right,pick up the right block,pick up the right block,0.24718035757541656,0.24718035757541656
01_L0_C1_right,right,7,1.0,2,left_right,pick up the left block,pick up the right block,0.24982479214668274,0.24718035757541656
01_L0_C1_right,right,7,1.0,2,right_left,pick up the right block,pick up the left block,0.24718035757541656,0.24982479214668274
02_L0_C2_left,left,0,0.1032258064516129,0,left_left,pick up the left block,pick up the left block,0.273672878742218,0.273672878742218
02_L0_C2_left,left,0,0.1032258064516129,0,right_right,pick up the right block,pick up the right block,0.30993059277534485,0.30993059277534485
02_L0_C2_left,left,0,0.1032258064516129,0,left_right,pick up the left block,pick up the right block,0.273672878742218,0.30993059277534485
02_L0_C2_left,left,0,0.1032258064516129,0,right_left,pick up the right block,pick up the left block,0.30993059277534485,0.273672878742218
02_L0_C2_left,left,0,0.1032258064516129,1,left_left,pick up the left block,pick up the left block,0.30219829082489014,0.30219829082489014
02_L0_C2_left,left,0,0.1032258064516129,1,right_right,pick up the right block,pick up the right block,0.31411150097846985,0.31411150097846985
02_L0_C2_left,left,0,0.1032258064516129,1,left_right,pick up the left block,pick up the right block,0.30219829082489014,0.31411150097846985
02_L0_C2_left,left,0,0.1032258064516129,1,right_left,pick up the right block,pick up the left block,0.31411150097846985,0.30219829082489014
02_L0_C2_left,left,0,0.1032258064516129,2,left_left,pick up the left block,pick up the left block,0.21580734848976135,0.21580734848976135
02_L0_C2_left,left,0,0.1032258064516129,2,right_right,pick up the right block,pick up the right block,0.23932510614395142,0.23932510614395142
02_L0_C2_left,left,0,0.1032258064516129,2,left_right,pick up the left block,pick up the right block,0.21580734848976135,0.23932510614395142
02_L0_C2_left,left,0,0.1032258064516129,2,right_left,pick up the right block,pick up the left block,0.23932510614395142,0.21580734848976135
02_L0_C2_left,left,3,0.4129032258064516,0,left_left,pick up the left block,pick up the left block,0.22828742861747742,0.22828742861747742
02_L0_C2_left,left,3,0.4129032258064516,0,right_right,pick up the right block,pick up the right block,0.30012980103492737,0.30012980103492737
02_L0_C2_left,left,3,0.4129032258064516,0,left_right,pick up the left block,pick up the right block,0.22828742861747742,0.30012980103492737
02_L0_C2_left,left,3,0.4129032258064516,0,right_left,pick up the right block,pick up the left block,0.30012980103492737,0.22828742861747742
02_L0_C2_left,left,3,0.4129032258064516,1,left_left,pick up the left block,pick up the left block,0.22085726261138916,0.22085726261138916
02_L0_C2_left,left,3,0.4129032258064516,1,right_right,pick up the right block,pick up the right block,0.26565155386924744,0.26565155386924744
02_L0_C2_left,left,3,0.4129032258064516,1,left_right,pick up the left block,pick up the right block,0.22085726261138916,0.26565155386924744
02_L0_C2_left,left,3,0.4129032258064516,1,right_left,pick up the right block,pick up the left block,0.26565155386924744,0.22085726261138916
02_L0_C2_left,left,3,0.4129032258064516,2,left_left,pick up the left block,pick up the left block,0.3541315197944641,0.3541315197944641
02_L0_C2_left,left,3,0.4129032258064516,2,right_right,pick up the right block,pick up the right block,0.40592849254608154,0.40592849254608154
02_L0_C2_left,left,3,0.4129032258064516,2,left_right,pick up the left block,pick up the right block,0.3541315197944641,0.40592849254608154
02_L0_C2_left,left,3,0.4129032258064516,2,right_left,pick up the right block,pick up the left block,0.40592849254608154,0.3541315197944641
02_L0_C2_left,left,9,1.0,0,left_left,pick up the left block,pick up the left block,0.2216123789548874,0.2216123789548874
02_L0_C2_left,left,9,1.0,0,right_right,pick up the right block,pick up the right block,0.22892875969409943,0.22892875969409943
02_L0_C2_left,left,9,1.0,0,left_right,pick up the left block,pick up the right block,0.2216123789548874,0.22892875969409943
02_L0_C2_left,left,9,1.0,0,right_left,pick up the right block,pick up the left block,0.22892875969409943,0.2216123789548874
02_L0_C2_left,left,9,1.0,1,left_left,pick up the left block,pick up the left block,0.23518794775009155,0.23518794775009155
02_L0_C2_left,left,9,1.0,1,right_right,pick up the right block,pick up the right block,0.23959948122501373,0.23959948122501373
02_L0_C2_left,left,9,1.0,1,left_right,pick up the left block,pick up the right block,0.23518794775009155,0.23959948122501373
02_L0_C2_left,left,9,1.0,1,right_left,pick up the right block,pick up the left block,0.23959948122501373,0.23518794775009155
02_L0_C2_left,left,9,1.0,2,left_left,pick up the left block,pick up the left block,0.3101494610309601,0.3101494610309601
02_L0_C2_left,left,9,1.0,2,right_right,pick up the right block,pick up the right block,0.31351491808891296,0.31351491808891296
02_L0_C2_left,left,9,1.0,2,left_right,pick up the left block,pick up the right block,0.3101494610309601,0.31351491808891296
02_L0_C2_left,left,9,1.0,2,right_left,pick up the right block,pick up the left block,0.31351491808891296,0.3101494610309601
03_L0_C2_right,right,0,0.1032258064516129,0,left_left,pick up the left block,pick up the left block,0.36838674545288086,0.36838674545288086
03_L0_C2_right,right,0,0.1032258064516129,0,right_right,pick up the right block,pick up the right block,0.3297060430049896,0.3297060430049896
03_L0_C2_right,right,0,0.1032258064516129,0,left_right,pick up the left block,pick up the right block,0.36838674545288086,0.3297060430049896
03_L0_C2_right,right,0,0.1032258064516129,0,right_left,pick up the right block,pick up the left block,0.3297060430049896,0.36838674545288086
03_L0_C2_right,right,0,0.1032258064516129,1,left_left,pick up the left block,pick up the left block,0.28209060430526733,0.28209060430526733
03_L0_C2_right,right,0,0.1032258064516129,1,right_right,pick up the right block,pick up the right block,0.26513075828552246,0.26513075828552246
03_L0_C2_right,right,0,0.1032258064516129,1,left_right,pick up the left block,pick up the right block,0.28209060430526733,0.26513075828552246
03_L0_C2_right,right,0,0.1032258064516129,1,right_left,pick up the right block,pick up the left block,0.26513075828552246,0.28209060430526733
03_L0_C2_right,right,0,0.1032258064516129,2,left_left,pick up the left block,pick up the left block,0.2793712913990021,0.2793712913990021
03_L0_C2_right,right,0,0.1032258064516129,2,right_right,pick up the right block,pick up the right block,0.26658016443252563,0.26658016443252563
03_L0_C2_right,right,0,0.1032258064516129,2,left_right,pick up the left block,pick up the right block,0.2793712913990021,0.26658016443252563
03_L0_C2_right,right,0,0.1032258064516129,2,right_left,pick up the right block,pick up the left block,0.26658016443252563,0.2793712913990021
03_L0_C2_right,right,3,0.4129032258064516,0,left_left,pick up the left block,pick up the left block,0.17789246141910553,0.17789246141910553
03_L0_C2_right,right,3,0.4129032258064516,0,right_right,pick up the right block,pick up the right block,0.235946923494339,0.235946923494339
03_L0_C2_right,right,3,0.4129032258064516,0,left_right,pick up the left block,pick up the right block,0.17789246141910553,0.235946923494339
03_L0_C2_right,right,3,0.4129032258064516,0,right_left,pick up the right block,pick up the left block,0.235946923494339,0.17789246141910553
03_L0_C2_right,right,3,0.4129032258064516,1,left_left,pick up the left block,pick up the left block,0.22203390300273895,0.22203390300273895
03_L0_C2_right,right,3,0.4129032258064516,1,right_right,pick up the right block,pick up the right block,0.27475905418395996,0.27475905418395996
03_L0_C2_right,right,3,0.4129032258064516,1,left_right,pick up the left block,pick up the right block,0.22203390300273895,0.27475905418395996
03_L0_C2_right,right,3,0.4129032258064516,1,right_left,pick up the right block,pick up the left block,0.27475905418395996,0.22203390300273895
03_L0_C2_right,right,3,0.4129032258064516,2,left_left,pick up the left block,pick up the left block,0.28521767258644104,0.28521767258644104
03_L0_C2_right,right,3,0.4129032258064516,2,right_right,pick up the right block,pick up the right block,0.362692266702652,0.362692266702652
03_L0_C2_right,right,3,0.4129032258064516,2,left_right,pick up the left block,pick up the right block,0.28521767258644104,0.362692266702652
03_L0_C2_right,right,3,0.4129032258064516,2,right_left,pick up the right block,pick up the left block,0.362692266702652,0.28521767258644104
03_L0_C2_right,right,9,1.0,0,left_left,pick up the left block,pick up the left block,0.46739012002944946,0.46739012002944946
03_L0_C2_right,right,9,1.0,0,right_right,pick up the right block,pick up the right block,0.46619996428489685,0.46619996428489685
03_L0_C2_right,right,9,1.0,0,left_right,pick up the left block,pick up the right block,0.46739012002944946,0.46619996428489685
03_L0_C2_right,right,9,1.0,0,right_left,pick up the right block,pick up the left block,0.46619996428489685,0.46739012002944946
03_L0_C2_right,right,9,1.0,1,left_left,pick up the left block,pick up the left block,0.22496183216571808,0.22496183216571808
03_L0_C2_right,right,9,1.0,1,right_right,pick up the right block,pick up the right block,0.2246260643005371,0.2246260643005371
03_L0_C2_right,right,9,1.0,1,left_right,pick up the left block,pick up the right block,0.22496183216571808,0.2246260643005371
03_L0_C2_right,right,9,1.0,1,right_left,pick up the right block,pick up the left block,0.2246260643005371,0.22496183216571808
03_L0_C2_right,right,9,1.0,2,left_left,pick up the left block,pick up the left block,0.37939897179603577,0.37939897179603577
03_L0_C2_right,right,9,1.0,2,right_right,pick up the right block,pick up the right block,0.377286821603775,0.377286821603775
03_L0_C2_right,right,9,1.0,2,left_right,pick up the left block,pick up the right block,0.37939897179603577,0.377286821603775
03_L0_C2_right,right,9,1.0,2,right_left,pick up the right block,pick up the left block,0.377286821603775,0.37939897179603577
04_L1_C1_left,left,0,0.125,0,left_left,pick up the left block,pick up the left block,0.3797852396965027,0.3797852396965027
04_L1_C1_left,left,0,0.125,0,right_right,pick up the right block,pick up the right block,0.4058689475059509,0.4058689475059509
04_L1_C1_left,left,0,0.125,0,left_right,pick up the left block,pick up the right block,0.3797852396965027,0.4058689475059509
04_L1_C1_left,left,0,0.125,0,right_left,pick up the right block,pick up the left block,0.4058689475059509,0.3797852396965027
04_L1_C1_left,left,0,0.125,1,left_left,pick up the left block,pick up the left block,0.3743048906326294,0.3743048906326294
04_L1_C1_left,left,0,0.125,1,right_right,pick up the right block,pick up the right block,0.40579459071159363,0.40579459071159363
04_L1_C1_left,left,0,0.125,1,left_right,pick up the left block,pick up the right block,0.3743048906326294,0.40579459071159363
04_L1_C1_left,left,0,0.125,1,right_left,pick up the right block,pick up the left block,0.40579459071159363,0.3743048906326294
04_L1_C1_left,left,0,0.125,2,left_left,pick up the left block,pick up the left block,0.24151888489723206,0.24151888489723206
04_L1_C1_left,left,0,0.125,2,right_right,pick up the right block,pick up the right block,0.2754269242286682,0.2754269242286682
04_L1_C1_left,left,0,0.125,2,left_right,pick up the left block,pick up the right block,0.24151888489723206,0.2754269242286682
04_L1_C1_left,left,0,0.125,2,right_left,pick up the right block,pick up the left block,0.2754269242286682,0.24151888489723206
04_L1_C1_left,left,2,0.375,0,left_left,pick up the left block,pick up the left block,0.236978217959404,0.236978217959404
04_L1_C1_left,left,2,0.375,0,right_right,pick up the right block,pick up the right block,0.28423815965652466,0.28423815965652466
04_L1_C1_left,left,2,0.375,0,left_right,pick up the left block,pick up the right block,0.236978217959404,0.28423815965652466
04_L1_C1_left,left,2,0.375,0,right_left,pick up the right block,pick up the left block,0.28423815965652466,0.236978217959404
04_L1_C1_left,left,2,0.375,1,left_left,pick up the left block,pick up the left block,0.2760816812515259,0.2760816812515259
04_L1_C1_left,left,2,0.375,1,right_right,pick up the right block,pick up the right block,0.33867722749710083,0.33867722749710083
04_L1_C1_left,left,2,0.375,1,left_right,pick up the left block,pick up the right block,0.2760816812515259,0.33867722749710083
04_L1_C1_left,left,2,0.375,1,right_left,pick up the right block,pick up the left block,0.33867722749710083,0.2760816812515259
04_L1_C1_left,left,2,0.375,2,left_left,pick up the left block,pick up the left block,0.19898805022239685,0.19898805022239685
04_L1_C1_left,left,2,0.375,2,right_right,pick up the right block,pick up the right block,0.22704888880252838,0.22704888880252838
04_L1_C1_left,left,2,0.375,2,left_right,pick up the left block,pick up the right block,0.19898805022239685,0.22704888880252838
04_L1_C1_left,left,2,0.375,2,right_left,pick up the right block,pick up the left block,0.22704888880252838,0.19898805022239685
04_L1_C1_left,left,7,1.0,0,left_left,pick up the left block,pick up the left block,0.329834908246994,0.329834908246994
04_L1_C1_left,left,7,1.0,0,right_right,pick up the right block,pick up the right block,0.32796192169189453,0.32796192169189453
04_L1_C1_left,left,7,1.0,0,left_right,pick up the left block,pick up the right block,0.329834908246994,0.32796192169189453
04_L1_C1_left,left,7,1.0,0,right_left,pick up the right block,pick up the left block,0.32796192169189453,0.329834908246994
04_L1_C1_left,left,7,1.0,1,left_left,pick up the left block,pick up the left block,0.38174864649772644,0.38174864649772644
04_L1_C1_left,left,7,1.0,1,right_right,pick up the right block,pick up the right block,0.3823852241039276,0.3823852241039276
04_L1_C1_left,left,7,1.0,1,left_right,pick up the left block,pick up the right block,0.38174864649772644,0.3823852241039276
04_L1_C1_left,left,7,1.0,1,right_left,pick up the right block,pick up the left block,0.3823852241039276,0.38174864649772644
04_L1_C1_left,left,7,1.0,2,left_left,pick up the left block,pick up the left block,0.42357784509658813,0.42357784509658813
04_L1_C1_left,left,7,1.0,2,right_right,pick up the right block,pick up the right block,0.42304521799087524,0.42304521799087524
04_L1_C1_left,left,7,1.0,2,left_right,pick up the left block,pick up the right block,0.42357784509658813,0.42304521799087524
04_L1_C1_left,left,7,1.0,2,right_left,pick up the right block,pick up the left block,0.42304521799087524,0.42357784509658813
05_L1_C1_right,right,0,0.125,0,left_left,pick up the left block,pick up the left block,0.3182768225669861,0.3182768225669861
05_L1_C1_right,right,0,0.125,0,right_right,pick up the right block,pick up the right block,0.3154553472995758,0.3154553472995758
05_L1_C1_right,right,0,0.125,0,left_right,pick up the left block,pick up the right block,0.3182768225669861,0.3154553472995758
05_L1_C1_right,right,0,0.125,0,right_left,pick up the right block,pick up the left block,0.3154553472995758,0.3182768225669861
05_L1_C1_right,right,0,0.125,1,left_left,pick up the left block,pick up the left block,0.4153343439102173,0.4153343439102173
05_L1_C1_right,right,0,0.125,1,right_right,pick up the right block,pick up the right block,0.3907414674758911,0.3907414674758911
05_L1_C1_right,right,0,0.125,1,left_right,pick up the left block,pick up the right block,0.4153343439102173,0.3907414674758911
05_L1_C1_right,right,0,0.125,1,right_left,pick up the right block,pick up the left block,0.3907414674758911,0.4153343439102173
05_L1_C1_right,right,0,0.125,2,left_left,pick up the left block,pick up the left block,0.41923078894615173,0.41923078894615173
05_L1_C1_right,right,0,0.125,2,right_right,pick up the right block,pick up the right block,0.4223971664905548,0.4223971664905548
05_L1_C1_right,right,0,0.125,2,left_right,pick up the left block,pick up the right block,0.41923078894615173,0.4223971664905548
05_L1_C1_right,right,0,0.125,2,right_left,pick up the right block,pick up the left block,0.4223971664905548,0.41923078894615173
05_L1_C1_right,right,2,0.375,0,left_left,pick up the left block,pick up the left block,0.2565484642982483,0.2565484642982483
05_L1_C1_right,right,2,0.375,0,right_right,pick up the right block,pick up the right block,0.33261170983314514,0.33261170983314514
05_L1_C1_right,right,2,0.375,0,left_right,pick up the left block,pick up the right block,0.2565484642982483,0.33261170983314514
05_L1_C1_right,right,2,0.375,0,right_left,pick up the right block,pick up the left block,0.33261170983314514,0.2565484642982483
05_L1_C1_right,right,2,0.375,1,left_left,pick up the left block,pick up the left block,0.290311336517334,0.290311336517334
05_L1_C1_right,right,2,0.375,1,right_right,pick up the right block,pick up the right block,0.36647653579711914,0.36647653579711914
05_L1_C1_right,right,2,0.375,1,left_right,pick up the left block,pick up the right block,0.290311336517334,0.36647653579711914
05_L1_C1_right,right,2,0.375,1,right_left,pick up the right block,pick up the left block,0.36647653579711914,0.290311336517334
05_L1_C1_right,right,2,0.375,2,left_left,pick up the left block,pick up the left block,0.20916739106178284,0.20916739106178284
05_L1_C1_right,right,2,0.375,2,right_right,pick up the right block,pick up the right block,0.2647048532962799,0.2647048532962799
05_L1_C1_right,right,2,0.375,2,left_right,pick up the left block,pick up the right block,0.20916739106178284,0.2647048532962799
05_L1_C1_right,right,2,0.375,2,right_left,pick up the right block,pick up the left block,0.2647048532962799,0.20916739106178284
05_L1_C1_right,right,7,1.0,0,left_left,pick up the left block,pick up the left block,0.21017217636108398,0.21017217636108398
05_L1_C1_right,right,7,1.0,0,right_right,pick up the right block,pick up the right block,0.20775863528251648,0.20775863528251648
05_L1_C1_right,right,7,1.0,0,left_right,pick up the left block,pick up the right block,0.21017217636108398,0.20775863528251648
05_L1_C1_right,right,7,1.0,0,right_left,pick up the right block,pick up the left block,0.20775863528251648,0.21017217636108398
05_L1_C1_right,right,7,1.0,1,left_left,pick up the left block,pick up the left block,0.23213177919387817,0.23213177919387817
05_L1_C1_right,right,7,1.0,1,right_right,pick up the right block,pick up the right block,0.23036621510982513,0.23036621510982513
05_L1_C1_right,right,7,1.0,1,left_right,pick up the left block,pick up the right block,0.23213177919387817,0.23036621510982513
05_L1_C1_right,right,7,1.0,1,right_left,pick up the right block,pick up the left block,0.23036621510982513,0.23213177919387817
05_L1_C1_right,right,7,1.0,2,left_left,pick up the left block,pick up the left block,0.15766355395317078,0.15766355395317078
05_L1_C1_right,right,7,1.0,2,right_right,pick up the right block,pick up the right block,0.1568899303674698,0.1568899303674698
05_L1_C1_right,right,7,1.0,2,left_right,pick up the left block,pick up the right block,0.15766355395317078,0.1568899303674698
05_L1_C1_right,right,7,1.0,2,right_left,pick up the right block,pick up the left block,0.1568899303674698,0.15766355395317078
06_L1_C2_left,left,0,0.10256410256410256,0,left_left,pick up the left block,pick up the left block,0.29346996545791626,0.29346996545791626
06_L1_C2_left,left,0,0.10256410256410256,0,right_right,pick up the right block,pick up the right block,0.33934909105300903,0.33934909105300903
06_L1_C2_left,left,0,0.10256410256410256,0,left_right,pick up the left block,pick up the right block,0.29346996545791626,0.33934909105300903
06_L1_C2_left,left,0,0.10256410256410256,0,right_left,pick up the right block,pick up the left block,0.33934909105300903,0.29346996545791626
06_L1_C2_left,left,0,0.10256410256410256,1,left_left,pick up the left block,pick up the left block,0.3570587635040283,0.3570587635040283
06_L1_C2_left,left,0,0.10256410256410256,1,right_right,pick up the right block,pick up the right block,0.3755421042442322,0.3755421042442322
06_L1_C2_left,left,0,0.10256410256410256,1,left_right,pick up the left block,pick up the right block,0.3570587635040283,0.3755421042442322
06_L1_C2_left,left,0,0.10256410256410256,1,right_left,pick up the right block,pick up the left block,0.3755421042442322,0.3570587635040283
06_L1_C2_left,left,0,0.10256410256410256,2,left_left,pick up the left block,pick up the left block,0.3945619761943817,0.3945619761943817
06_L1_C2_left,left,0,0.10256410256410256,2,right_right,pick up the right block,pick up the right block,0.41749268770217896,0.41749268770217896
06_L1_C2_left,left,0,0.10256410256410256,2,left_right,pick up the left block,pick up the right block,0.3945619761943817,0.41749268770217896
06_L1_C2_left,left,0,0.10256410256410256,2,right_left,pick up the right block,pick up the left block,0.41749268770217896,0.3945619761943817
06_L1_C2_left,left,3,0.41025641025641024,0,left_left,pick up the left block,pick up the left block,0.2956085503101349,0.2956085503101349
06_L1_C2_left,left,3,0.41025641025641024,0,right_right,pick up the right block,pick up the right block,0.3682866096496582,0.3682866096496582
06_L1_C2_left,left,3,0.41025641025641024,0,left_right,pick up the left block,pick up the right block,0.2956085503101349,0.3682866096496582
06_L1_C2_left,left,3,0.41025641025641024,0,right_left,pick up the right block,pick up the left block,0.3682866096496582,0.2956085503101349
06_L1_C2_left,left,3,0.41025641025641024,1,left_left,pick up the left block,pick up the left block,0.2816646695137024,0.2816646695137024
06_L1_C2_left,left,3,0.41025641025641024,1,right_right,pick up the right block,pick up the right block,0.35130825638771057,0.35130825638771057
06_L1_C2_left,left,3,0.41025641025641024,1,left_right,pick up the left block,pick up the right block,0.2816646695137024,0.35130825638771057
06_L1_C2_left,left,3,0.41025641025641024,1,right_left,pick up the right block,pick up the left block,0.35130825638771057,0.2816646695137024
06_L1_C2_left,left,3,0.41025641025641024,2,left_left,pick up the left block,pick up the left block,0.27764075994491577,0.27764075994491577
06_L1_C2_left,left,3,0.41025641025641024,2,right_right,pick up the right block,pick up the right block,0.34454670548439026,0.34454670548439026
06_L1_C2_left,left,3,0.41025641025641024,2,left_right,pick up the left block,pick up the right block,0.27764075994491577,0.34454670548439026
06_L1_C2_left,left,3,0.41025641025641024,2,right_left,pick up the right block,pick up the left block,0.34454670548439026,0.27764075994491577
06_L1_C2_left,left,9,1.0,0,left_left,pick up the left block,pick up the left block,0.370117723941803,0.370117723941803
06_L1_C2_left,left,9,1.0,0,right_right,pick up the right block,pick up the right block,0.3673252463340759,0.3673252463340759
