episode_id,layout_id,condition,target_color,target_side_base,target_side_exterior_original,blue_block_side_base,red_block_side_base,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,visual_condition,prompt_family,first_prompt,second_prompt,energy_first,energy_second,margin_first_minus_second,cartesian_x,cartesian_y,cartesian_z
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.29043689370155334,0.27141302824020386,0.019023865461349487,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,2,exterior_hflip,side,pick up the left block,pick up the right block,0.2553073465824127,0.30793824791908264,-0.05263090133666992,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.20899848639965057,0.19396327435970306,0.01503521203994751,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,3,exterior_hflip,side,pick up the left block,pick up the right block,0.1748104989528656,0.23288974165916443,-0.05807924270629883,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.22619307041168213,0.19896331429481506,0.027229756116867065,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,4,exterior_hflip,side,pick up the left block,pick up the right block,0.18834573030471802,0.22940579056739807,-0.041060060262680054,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.24622061848640442,0.19959354400634766,0.04662707448005676,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,5,exterior_hflip,side,pick up the left block,pick up the right block,0.18847410380840302,0.22004999220371246,-0.03157588839530945,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.25159722566604614,0.22633634507656097,0.02526088058948517,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,6,exterior_hflip,side,pick up the left block,pick up the right block,0.21274876594543457,0.2678986191749573,-0.055149853229522705,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.20798827707767487,0.17019307613372803,0.03779520094394684,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,7,exterior_hflip,side,pick up the left block,pick up the right block,0.15956583619117737,0.19905653595924377,-0.039490699768066406,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.20634755492210388,0.1769062578678131,0.02944129705429077,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,8,exterior_hflip,side,pick up the left block,pick up the right block,0.16334408521652222,0.19498246908187866,-0.031638383865356445,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.23993298411369324,0.2217942625284195,0.018138721585273743,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,2,pregrasp,32,48,16,0.41379310344827586,0.35036496350364965,9,exterior_hflip,side,pick up the left block,pick up the right block,0.21259284019470215,0.25387144088745117,-0.04127860069274902,0.47257158160209656,0.01141748670488596,0.3632127642631531
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.20472568273544312,0.1888982057571411,0.015827476978302002,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,0,exterior_hflip,side,pick up the left block,pick up the right block,0.15963208675384521,0.18570256233215332,-0.026070475578308105,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.22521519660949707,0.25272607803344727,-0.027510881423950195,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,1,exterior_hflip,side,pick up the left block,pick up the right block,0.22097820043563843,0.25063005089759827,-0.02965185046195984,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.2981630265712738,0.31124818325042725,-0.013085156679153442,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,2,exterior_hflip,side,pick up the left block,pick up the right block,0.2787131667137146,0.3097899556159973,-0.031076788902282715,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.15062987804412842,0.16851741075515747,-0.017887532711029053,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,3,exterior_hflip,side,pick up the left block,pick up the right block,0.14089834690093994,0.16560593247413635,-0.02470758557319641,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,4,exterior_hflip,color,pick up the blue block,pick up the red block,0.15303651988506317,0.14962229132652283,0.0034142285585403442,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,4,exterior_hflip,side,pick up the left block,pick up the right block,0.12004970759153366,0.14451688528060913,-0.02446717768907547,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,5,exterior_hflip,color,pick up the blue block,pick up the red block,0.2102944552898407,0.22836539149284363,-0.01807093620300293,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,5,exterior_hflip,side,pick up the left block,pick up the right block,0.19148306548595428,0.2241101711988449,-0.032627105712890625,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,6,exterior_hflip,color,pick up the blue block,pick up the red block,0.2629748284816742,0.2817941904067993,-0.018819361925125122,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,6,exterior_hflip,side,pick up the left block,pick up the right block,0.2511960566043854,0.2820107936859131,-0.03081473708152771,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,7,exterior_hflip,color,pick up the blue block,pick up the red block,0.33926841616630554,0.38292086124420166,-0.04365244507789612,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,7,exterior_hflip,side,pick up the left block,pick up the right block,0.33482545614242554,0.3752908706665039,-0.04046541452407837,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,8,exterior_hflip,color,pick up the blue block,pick up the red block,0.29107731580734253,0.30339354276657104,-0.012316226959228516,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,8,exterior_hflip,side,pick up the left block,pick up the right block,0.26977232098579407,0.29879051446914673,-0.02901819348335266,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,9,exterior_hflip,color,pick up the blue block,pick up the red block,0.23445037007331848,0.25696370005607605,-0.02251332998275757,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,3,pregrasp,48,64,16,0.5517241379310345,0.46715328467153283,9,exterior_hflip,side,pick up the left block,pick up the right block,0.2270021140575409,0.2566227316856384,-0.029620617628097534,0.5210071206092834,0.018530013039708138,0.31376373767852783
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,0,exterior_hflip,color,pick up the blue block,pick up the red block,0.25183409452438354,0.3298562169075012,-0.07802212238311768,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,0,exterior_hflip,side,pick up the left block,pick up the right block,0.2740643322467804,0.2876187562942505,-0.013554424047470093,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,1,exterior_hflip,color,pick up the blue block,pick up the red block,0.12477505207061768,0.19350126385688782,-0.06872621178627014,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,1,exterior_hflip,side,pick up the left block,pick up the right block,0.14159826934337616,0.1541559100151062,-0.012557640671730042,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,2,exterior_hflip,color,pick up the blue block,pick up the red block,0.19738435745239258,0.2539823055267334,-0.05659794807434082,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,2,exterior_hflip,side,pick up the left block,pick up the right block,0.21292200684547424,0.22201478481292725,-0.009092777967453003,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,3,exterior_hflip,color,pick up the blue block,pick up the red block,0.18710598349571228,0.2532447278499603,-0.06613874435424805,0.569491982460022,0.026051515713334084,0.2639348804950714
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,right,left,right,4,pregrasp,64,80,16,0.6896551724137931,0.583941605839416,3,exterior_hflip,side,pick up the left block,pick up the right block,0.20796611905097961,0.22281670570373535,-0.014850586652755737,0.569491982460022,0.026051515713334084,0.2639348804950714
