episode_id,path,layout_id,condition,alpha_normalized,alpha_m,target_color,target_side,blue_block_side,red_block_side,instruction,qc_passed,metadata_success,metadata_failure,length,motion_start,grasp_start,pregrasp_frames,pregrasp_seconds,motion_start_x,motion_start_y,motion_start_z,grasp_x,grasp_y,grasp_z,pregrasp_path_length_m,pregrasp_direct_distance_m,pregrasp_path_ratio,pregrasp_max_line_deviation_m
2026_08_18_00_50_52_802516_L1_right_C1,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_50_52_802516_L1_right_C1/trajectory.h5,L1,C1,2.0,0.1694548757406934,blue,right,right,left,pick up the blue block,True,False,True,149,0,128,128,8.533333333333333,0.3677349388599396,-0.004231472034007311,0.4876610338687897,0.6410631537437439,-0.0456470251083374,0.18990039825439453,0.45958841413792106,0.40630648186991597,1.1311372932639159,0.0892994062038495
2026_08_18_00_51_25_610649_L1_right_C2,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_51_25_610649_L1_right_C2/trajectory.h5,L1,C2,4.0,0.3389097514813868,blue,right,right,left,pick up the blue block,True,False,True,177,0,156,156,10.4,0.36803194880485535,-0.005980746354907751,0.48821401596069336,0.641247034072876,-0.04586264118552208,0.18990811705589294,0.5786046121032109,0.4064768845514994,1.4234625241768293,0.18486866561410964
2026_08_18_00_52_54_907596_L3_right_C0,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_52_54_907596_L3_right_C0/trajectory.h5,L3,C0,0.0,0.0,blue,right,right,left,pick up the blue block,True,False,True,142,0,121,121,8.066666666666666,0.3683951497077942,-0.005084331147372723,0.48710206151008606,0.6673004627227783,-0.03989013656973839,0.18881075084209442,0.42880389285625026,0.423713979306458,1.0120126165252408,0.009898638627928552
2026_08_18_00_53_23_339528_L3_right_C1,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_53_23_339528_L3_right_C1/trajectory.h5,L3,C1,2.0,0.1694548757406934,blue,right,right,left,pick up the blue block,True,False,True,153,0,132,132,8.8,0.3679087460041046,-0.005006157327443361,0.48808997869491577,0.6667606234550476,-0.0460333526134491,0.189564049243927,0.4758518521678723,0.42439769787731674,1.1212404180039397,0.08917758752706531
2026_08_18_00_53_52_283658_L3_right_C2,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_53_52_283658_L3_right_C2/trajectory.h5,L3,C2,4.0,0.3389097514813868,blue,right,right,left,pick up the blue block,True,False,True,180,0,159,159,10.6,0.36809706687927246,-0.006026656832545996,0.488252192735672,0.6667026281356812,-0.04665958508849144,0.18934877216815948,0.5924794653033553,0.42445208316000393,1.395868906785435,0.18470183979951846
2026_08_18_00_54_32_747715_L3_left_C0,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_54_32_747715_L3_left_C0/trajectory.h5,L3,C0,0.0,0.0,red,left,right,left,pick up the red block,True,False,True,141,0,120,120,8.0,0.3680635988712311,-0.0062078977935016155,0.4881771206855774,0.6673747301101685,0.03695116937160492,0.18872782588005066,0.42883846597522046,0.42558164730357184,1.0076526295066608,0.009790090941954327
2026_08_18_00_55_01_843645_L3_left_C1,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_55_01_843645_L3_left_C1/trajectory.h5,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,True,False,True,153,0,132,132,8.8,0.3678961396217346,0.0017936539370566607,0.48816490173339844,0.6669344305992126,0.04557102173566818,0.18925707042217255,0.47731583097963987,0.42507205156453887,1.12290570321622,0.08928247294614844
2026_08_18_00_55_32_860317_L3_left_C2,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_55_32_860317_L3_left_C2/trajectory.h5,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,True,False,True,196,0,175,175,11.666666666666666,0.368054062128067,0.004868421237915754,0.48819586634635925,0.6672453880310059,0.0456446148455143,0.1894770711660385,0.593110807720717,0.4247482384362122,1.3963820306927281,0.1850354941405847
2026_08_18_00_56_19_492037_L3_right_C0,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_56_19_492037_L3_right_C0/trajectory.h5,L3,C0,0.0,0.0,red,right,left,right,pick up the red block,True,False,True,141,0,120,120,8.0,0.36811497807502747,0.004976159427314997,0.48826485872268677,0.6673388481140137,-0.03952810540795326,0.18884211778640747,0.4290862294334582,0.42564014352435087,1.008096242710035,0.009900884557995543
2026_08_18_00_56_48_148319_L3_right_C1,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_56_48_148319_L3_right_C1/trajectory.h5,L3,C1,2.0,0.1694548757406934,red,right,left,right,pick up the red block,True,False,True,153,0,132,132,8.8,0.36790239810943604,-0.00471084238961339,0.4881250858306885,0.6667479872703552,-0.04585444554686546,0.18947070837020874,0.4757976280895202,0.4244948991660619,1.1208559373133686,0.08965633989669163
2026_08_18_00_57_15_980084_L3_right_C2,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_57_15_980084_L3_right_C2/trajectory.h5,L3,C2,4.0,0.3389097514813868,red,right,left,right,pick up the red block,True,False,True,180,0,159,159,10.6,0.36811456084251404,-0.005318753886967897,0.48824095726013184,0.6664816737174988,-0.045998744666576385,0.1893809735774994,0.5932810263426639,0.4242582769280598,1.3983958796006348,0.18562775610352464
2026_08_18_00_57_54_988496_L3_left_C0,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_57_54_988496_L3_left_C0/trajectory.h5,L3,C0,0.0,0.0,blue,left,left,right,pick up the blue block,True,False,True,141,0,120,120,8.0,0.36821448802948,-0.0055237687192857265,0.4879710376262665,0.6671918630599976,0.03760911151766777,0.18886196613311768,0.42870525889772615,0.4251048726928071,1.0084694070479892,0.009893412790784291
2026_08_18_00_58_22_709133_L3_left_C1,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_58_22_709133_L3_left_C1/trajectory.h5,L3,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,True,False,True,153,0,132,132,8.8,0.36806216835975647,0.0017197011038661003,0.48812130093574524,0.6667755842208862,0.04562923684716225,0.18916864693164825,0.4773815419084988,0.4248887401199394,1.1235448173414564,0.08938412401943012
2026_08_18_00_59_48_029579_L3_left_C2,/home/hci-lab/repos/droid/data/spatial_legibility_controlled/success/2026-08-18/2026_08_18_00_59_48_029579_L3_left_C2/trajectory.h5,L3,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,True,False,True,180,0,159,159,10.6,0.3668047785758972,0.006449758540838957,0.4870329797267914,0.6667947173118591,0.045630015432834625,0.18904800713062286,0.5913949348168075,0.4246458521710394,1.392677996954989,0.18432330112468387
