episode_id,layout_id,condition,target_color,target_side,blue_block_side,chunk_index,progress_pregrasp,seed,mode,first_prompt,second_prompt,energy_first,energy_second
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,0,0.13793103448275862,2,red_blue,pick up the red block,pick up the blue block,0.3433007299900055,0.359934538602829
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,0,blue_blue,pick up the blue block,pick up the blue block,0.38200587034225464,0.38200587034225464
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,0,red_red,pick up the red block,pick up the red block,0.3411036431789398,0.3411036431789398
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,0,blue_red,pick up the blue block,pick up the red block,0.38200587034225464,0.3411036431789398
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,0,red_blue,pick up the red block,pick up the blue block,0.3411036431789398,0.38200587034225464
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,1,blue_blue,pick up the blue block,pick up the blue block,0.30858567357063293,0.30858567357063293
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,1,red_red,pick up the red block,pick up the red block,0.29466843605041504,0.29466843605041504
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,1,blue_red,pick up the blue block,pick up the red block,0.30858567357063293,0.29466843605041504
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,1,red_blue,pick up the red block,pick up the blue block,0.29466843605041504,0.30858567357063293
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,2,blue_blue,pick up the blue block,pick up the blue block,0.36069485545158386,0.36069485545158386
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,2,red_red,pick up the red block,pick up the red block,0.334333598613739,0.334333598613739
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,2,blue_red,pick up the blue block,pick up the red block,0.36069485545158386,0.334333598613739
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,2,0.41379310344827586,2,red_blue,pick up the red block,pick up the blue block,0.334333598613739,0.36069485545158386
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,0,blue_blue,pick up the blue block,pick up the blue block,0.24775075912475586,0.24775075912475586
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,0,red_red,pick up the red block,pick up the red block,0.2709277272224426,0.2709277272224426
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,0,blue_red,pick up the blue block,pick up the red block,0.24775075912475586,0.2709277272224426
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,0,red_blue,pick up the red block,pick up the blue block,0.2709277272224426,0.24775075912475586
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,1,blue_blue,pick up the blue block,pick up the blue block,0.14565500617027283,0.14565500617027283
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,1,red_red,pick up the red block,pick up the red block,0.1785142868757248,0.1785142868757248
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,1,blue_red,pick up the blue block,pick up the red block,0.14565500617027283,0.1785142868757248
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,1,red_blue,pick up the red block,pick up the blue block,0.1785142868757248,0.14565500617027283
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,2,blue_blue,pick up the blue block,pick up the blue block,0.2204269915819168,0.2204269915819168
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,2,red_red,pick up the red block,pick up the red block,0.2558252215385437,0.2558252215385437
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,2,blue_red,pick up the blue block,pick up the red block,0.2204269915819168,0.2558252215385437
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,blue,left,left,7,1.0,2,red_blue,pick up the red block,pick up the blue block,0.2558252215385437,0.2204269915819168
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,0,blue_blue,pick up the blue block,pick up the blue block,0.4120416045188904,0.4120416045188904
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,0,red_red,pick up the red block,pick up the red block,0.3420083522796631,0.3420083522796631
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,0,blue_red,pick up the blue block,pick up the red block,0.4120416045188904,0.3420083522796631
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,0,red_blue,pick up the red block,pick up the blue block,0.3420083522796631,0.4120416045188904
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,1,blue_blue,pick up the blue block,pick up the blue block,0.4480561316013336,0.4480561316013336
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,1,red_red,pick up the red block,pick up the red block,0.398377001285553,0.398377001285553
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,1,blue_red,pick up the blue block,pick up the red block,0.4480561316013336,0.398377001285553
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,1,red_blue,pick up the red block,pick up the blue block,0.398377001285553,0.4480561316013336
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,2,blue_blue,pick up the blue block,pick up the blue block,0.3986257016658783,0.3986257016658783
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,2,red_red,pick up the red block,pick up the red block,0.3671474754810333,0.3671474754810333
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,2,blue_red,pick up the blue block,pick up the red block,0.3986257016658783,0.3671474754810333
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,0,0.125,2,red_blue,pick up the red block,pick up the blue block,0.3671474754810333,0.3986257016658783
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,0,blue_blue,pick up the blue block,pick up the blue block,0.3786948323249817,0.3786948323249817
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,0,red_red,pick up the red block,pick up the red block,0.32124263048171997,0.32124263048171997
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,0,blue_red,pick up the blue block,pick up the red block,0.3786948323249817,0.32124263048171997
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,0,red_blue,pick up the red block,pick up the blue block,0.32124263048171997,0.3786948323249817
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,1,blue_blue,pick up the blue block,pick up the blue block,0.3538292646408081,0.3538292646408081
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,1,red_red,pick up the red block,pick up the red block,0.2995836138725281,0.2995836138725281
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,1,blue_red,pick up the blue block,pick up the red block,0.3538292646408081,0.2995836138725281
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,1,red_blue,pick up the red block,pick up the blue block,0.2995836138725281,0.3538292646408081
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,2,blue_blue,pick up the blue block,pick up the blue block,0.33314645290374756,0.33314645290374756
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,2,red_red,pick up the red block,pick up the red block,0.2963157594203949,0.2963157594203949
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,2,blue_red,pick up the blue block,pick up the red block,0.33314645290374756,0.2963157594203949
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,2,0.375,2,red_blue,pick up the red block,pick up the blue block,0.2963157594203949,0.33314645290374756
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,0,blue_blue,pick up the blue block,pick up the blue block,0.2593722343444824,0.2593722343444824
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,0,red_red,pick up the red block,pick up the red block,0.2790607213973999,0.2790607213973999
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,0,blue_red,pick up the blue block,pick up the red block,0.2593722343444824,0.2790607213973999
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,0,red_blue,pick up the red block,pick up the blue block,0.2790607213973999,0.2593722343444824
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,1,blue_blue,pick up the blue block,pick up the blue block,0.2363823801279068,0.2363823801279068
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,1,red_red,pick up the red block,pick up the red block,0.24873587489128113,0.24873587489128113
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,1,blue_red,pick up the blue block,pick up the red block,0.2363823801279068,0.24873587489128113
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,1,red_blue,pick up the red block,pick up the blue block,0.24873587489128113,0.2363823801279068
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,2,blue_blue,pick up the blue block,pick up the blue block,0.19867654144763947,0.19867654144763947
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,2,red_red,pick up the red block,pick up the red block,0.2207496464252472,0.2207496464252472
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,2,blue_red,pick up the blue block,pick up the red block,0.19867654144763947,0.2207496464252472
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,blue,left,left,7,1.0,2,red_blue,pick up the red block,pick up the blue block,0.2207496464252472,0.19867654144763947
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,0,blue_blue,pick up the blue block,pick up the blue block,0.3069092035293579,0.3069092035293579
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,0,red_red,pick up the red block,pick up the red block,0.2870272099971771,0.2870272099971771
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,0,blue_red,pick up the blue block,pick up the red block,0.3069092035293579,0.2870272099971771
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,0,red_blue,pick up the red block,pick up the blue block,0.2870272099971771,0.3069092035293579
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,1,blue_blue,pick up the blue block,pick up the blue block,0.2314293384552002,0.2314293384552002
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,1,red_red,pick up the red block,pick up the red block,0.22866280376911163,0.22866280376911163
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,1,blue_red,pick up the blue block,pick up the red block,0.2314293384552002,0.22866280376911163
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,1,red_blue,pick up the red block,pick up the blue block,0.22866280376911163,0.2314293384552002
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,2,blue_blue,pick up the blue block,pick up the blue block,0.2132076919078827,0.2132076919078827
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,2,red_red,pick up the red block,pick up the red block,0.20644384622573853,0.20644384622573853
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,2,blue_red,pick up the blue block,pick up the red block,0.2132076919078827,0.20644384622573853
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,0,0.10256410256410256,2,red_blue,pick up the red block,pick up the blue block,0.20644384622573853,0.2132076919078827
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,0,blue_blue,pick up the blue block,pick up the blue block,0.28581616282463074,0.28581616282463074
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,0,red_red,pick up the red block,pick up the red block,0.2597310543060303,0.2597310543060303
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,0,blue_red,pick up the blue block,pick up the red block,0.28581616282463074,0.2597310543060303
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,0,red_blue,pick up the red block,pick up the blue block,0.2597310543060303,0.28581616282463074
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,1,blue_blue,pick up the blue block,pick up the blue block,0.22233933210372925,0.22233933210372925
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,1,red_red,pick up the red block,pick up the red block,0.20386093854904175,0.20386093854904175
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,1,blue_red,pick up the blue block,pick up the red block,0.22233933210372925,0.20386093854904175
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,1,red_blue,pick up the red block,pick up the blue block,0.20386093854904175,0.22233933210372925
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,2,blue_blue,pick up the blue block,pick up the blue block,0.44272559881210327,0.44272559881210327
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,2,red_red,pick up the red block,pick up the red block,0.430573970079422,0.430573970079422
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,2,blue_red,pick up the blue block,pick up the red block,0.44272559881210327,0.430573970079422
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,3,0.41025641025641024,2,red_blue,pick up the red block,pick up the blue block,0.430573970079422,0.44272559881210327
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,0,blue_blue,pick up the blue block,pick up the blue block,0.17740577459335327,0.17740577459335327
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,0,red_red,pick up the red block,pick up the red block,0.19649437069892883,0.19649437069892883
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,0,blue_red,pick up the blue block,pick up the red block,0.17740577459335327,0.19649437069892883
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,0,red_blue,pick up the red block,pick up the blue block,0.19649437069892883,0.17740577459335327
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,1,blue_blue,pick up the blue block,pick up the blue block,0.216607004404068,0.216607004404068
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,1,red_red,pick up the red block,pick up the red block,0.23167303204536438,0.23167303204536438
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,1,blue_red,pick up the blue block,pick up the red block,0.216607004404068,0.23167303204536438
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,1,red_blue,pick up the red block,pick up the blue block,0.23167303204536438,0.216607004404068
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,2,blue_blue,pick up the blue block,pick up the blue block,0.26805323362350464,0.26805323362350464
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,2,red_red,pick up the red block,pick up the red block,0.2712683081626892,0.2712683081626892
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,2,blue_red,pick up the blue block,pick up the red block,0.26805323362350464,0.2712683081626892
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,blue,left,left,9,1.0,2,red_blue,pick up the red block,pick up the blue block,0.2712683081626892,0.26805323362350464
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,0,blue_blue,pick up the blue block,pick up the blue block,0.2611653208732605,0.2611653208732605
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,0,red_red,pick up the red block,pick up the red block,0.25831547379493713,0.25831547379493713
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,0,blue_red,pick up the blue block,pick up the red block,0.2611653208732605,0.25831547379493713
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,0,red_blue,pick up the red block,pick up the blue block,0.25831547379493713,0.2611653208732605
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,1,blue_blue,pick up the blue block,pick up the blue block,0.20759625732898712,0.20759625732898712
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,1,red_red,pick up the red block,pick up the red block,0.19395066797733307,0.19395066797733307
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,1,blue_red,pick up the blue block,pick up the red block,0.20759625732898712,0.19395066797733307
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,1,red_blue,pick up the red block,pick up the blue block,0.19395066797733307,0.20759625732898712
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,2,blue_blue,pick up the blue block,pick up the blue block,0.17924867570400238,0.17924867570400238
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,2,red_red,pick up the red block,pick up the red block,0.17091414332389832,0.17091414332389832
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,2,blue_red,pick up the blue block,pick up the red block,0.17924867570400238,0.17091414332389832
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,0,0.13793103448275862,2,red_blue,pick up the red block,pick up the blue block,0.17091414332389832,0.17924867570400238
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,0,blue_blue,pick up the blue block,pick up the blue block,0.2359238862991333,0.2359238862991333
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,0,red_red,pick up the red block,pick up the red block,0.264579713344574,0.264579713344574
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,0,blue_red,pick up the blue block,pick up the red block,0.2359238862991333,0.264579713344574
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,0,red_blue,pick up the red block,pick up the blue block,0.264579713344574,0.2359238862991333
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,1,blue_blue,pick up the blue block,pick up the blue block,0.2503066658973694,0.2503066658973694
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,1,red_red,pick up the red block,pick up the red block,0.30975863337516785,0.30975863337516785
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,1,blue_red,pick up the blue block,pick up the red block,0.2503066658973694,0.30975863337516785
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,1,red_blue,pick up the red block,pick up the blue block,0.30975863337516785,0.2503066658973694
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,2,blue_blue,pick up the blue block,pick up the blue block,0.2597508132457733,0.2597508132457733
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,2,red_red,pick up the red block,pick up the red block,0.2730170786380768,0.2730170786380768
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,2,blue_red,pick up the blue block,pick up the red block,0.2597508132457733,0.2730170786380768
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,2,0.41379310344827586,2,red_blue,pick up the red block,pick up the blue block,0.2730170786380768,0.2597508132457733
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,0,blue_blue,pick up the blue block,pick up the blue block,0.3112148940563202,0.3112148940563202
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,0,red_red,pick up the red block,pick up the red block,0.26873961091041565,0.26873961091041565
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,0,blue_red,pick up the blue block,pick up the red block,0.3112148940563202,0.26873961091041565
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,0,red_blue,pick up the red block,pick up the blue block,0.26873961091041565,0.3112148940563202
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,1,blue_blue,pick up the blue block,pick up the blue block,0.29819566011428833,0.29819566011428833
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,1,red_red,pick up the red block,pick up the red block,0.24051135778427124,0.24051135778427124
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,1,blue_red,pick up the blue block,pick up the red block,0.29819566011428833,0.24051135778427124
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,1,red_blue,pick up the red block,pick up the blue block,0.24051135778427124,0.29819566011428833
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,2,blue_blue,pick up the blue block,pick up the blue block,0.2844369113445282,0.2844369113445282
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,2,red_red,pick up the red block,pick up the red block,0.2098710983991623,0.2098710983991623
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,2,blue_red,pick up the blue block,pick up the red block,0.2844369113445282,0.2098710983991623
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,red,right,left,7,1.0,2,red_blue,pick up the red block,pick up the blue block,0.2098710983991623,0.2844369113445282
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,0,blue_blue,pick up the blue block,pick up the blue block,0.4377864599227905,0.4377864599227905
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,0,red_red,pick up the red block,pick up the red block,0.42640647292137146,0.42640647292137146
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,0,blue_red,pick up the blue block,pick up the red block,0.4377864599227905,0.42640647292137146
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,0,red_blue,pick up the red block,pick up the blue block,0.42640647292137146,0.4377864599227905
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,1,blue_blue,pick up the blue block,pick up the blue block,0.40070095658302307,0.40070095658302307
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,1,red_red,pick up the red block,pick up the red block,0.3854427933692932,0.3854427933692932
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,1,blue_red,pick up the blue block,pick up the red block,0.40070095658302307,0.3854427933692932
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,1,red_blue,pick up the red block,pick up the blue block,0.3854427933692932,0.40070095658302307
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,2,blue_blue,pick up the blue block,pick up the blue block,0.29510295391082764,0.29510295391082764
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,2,red_red,pick up the red block,pick up the red block,0.2710583209991455,0.2710583209991455
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,2,blue_red,pick up the blue block,pick up the red block,0.29510295391082764,0.2710583209991455
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,0,0.125,2,red_blue,pick up the red block,pick up the blue block,0.2710583209991455,0.29510295391082764
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,0,blue_blue,pick up the blue block,pick up the blue block,0.260154128074646,0.260154128074646
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,0,red_red,pick up the red block,pick up the red block,0.2714945077896118,0.2714945077896118
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,0,blue_red,pick up the blue block,pick up the red block,0.260154128074646,0.2714945077896118
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,0,red_blue,pick up the red block,pick up the blue block,0.2714945077896118,0.260154128074646
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,1,blue_blue,pick up the blue block,pick up the blue block,0.34755828976631165,0.34755828976631165
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,1,red_red,pick up the red block,pick up the red block,0.3431609272956848,0.3431609272956848
2026_08_18_00_45_56_961481_L1_right_C1,L1,C1,red,right,left,2,0.375,1,blue_red,pick up the blue block,pick up the red block,0.34755828976631165,0.3431609272956848
