episode_id,layout_id,condition,alpha_normalized,alpha_m,target_color,target_side,blue_block_side,red_block_side,instruction,pregrasp_chunks,num_seeds,margin_10pct,prediction_color_10pct,prediction_side_10pct,correct_10pct,seed_correct_rate_10pct,seed_prediction_agreement_10pct,margin_20pct,prediction_color_20pct,prediction_side_20pct,correct_20pct,seed_correct_rate_20pct,seed_prediction_agreement_20pct,margin_30pct,prediction_color_30pct,prediction_side_30pct,correct_30pct,seed_correct_rate_30pct,seed_prediction_agreement_30pct,margin_40pct,prediction_color_40pct,prediction_side_40pct,correct_40pct,seed_correct_rate_40pct,seed_prediction_agreement_40pct,margin_100pct,prediction_color_100pct,prediction_side_100pct,correct_100pct,seed_correct_rate_100pct,seed_prediction_agreement_100pct,early_correct_20_to_40pct,late_reversal,flat_final_score,flat_final_prediction_color,flat_final_prediction_side,flat_correct,flat_seed_correct_rate,flat_seed_prediction_agreement,linear_final_score,linear_final_prediction_color,linear_final_prediction_side,linear_correct,linear_seed_correct_rate,linear_seed_prediction_agreement,exponential_final_score,exponential_final_prediction_color,exponential_final_prediction_side,exponential_correct,exponential_seed_correct_rate,exponential_seed_prediction_agreement,flat_final_prediction_stable_80pct,mean_chunk_sign_seed_agreement,minimum_chunk_sign_seed_agreement
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,2.0,0.1694548757406934,blue,right,right,left,pick up the blue block,8,10,-0.01445608377456665,blue,right,1,0.9,0.9,0.01207339972257615,red,left,0,0.3,0.7,0.04406115382909775,red,left,0,0.0,1.0,0.06705686300992966,red,left,0,0.0,1.0,-0.08459112644195556,blue,right,1,1.0,1.0,0,0,-0.010573890805244445,blue,right,1,1.0,1.0,0.002462343747417132,red,left,0,0.3,0.7,0.005211435588400089,red,left,0,0.3,0.7,1,0.9875,0.9
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,4.0,0.3389097514813868,blue,right,right,left,pick up the blue block,10,10,0.04205635987222195,red,left,0,0.0,1.0,0.04643656127154827,red,left,0,0.0,1.0,0.06538650993257761,red,left,0,0.0,1.0,0.07614466086030007,red,left,0,0.0,1.0,-0.1482104793190956,blue,right,1,1.0,1.0,0,0,-0.014821047931909559,blue,right,1,1.0,1.0,0.0029272541945630838,red,left,0,0.3,0.7,0.010706916650694035,red,left,0,0.0,1.0,1,0.9400000000000001,0.6
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,0.0,0.0,blue,right,right,left,pick up the blue block,8,10,0.04206297190859914,red,left,0,0.0,1.0,0.06543015046045184,red,left,0,0.0,1.0,0.07956356758251786,red,left,0,0.0,1.0,0.09332526154816151,red,left,0,0.0,1.0,0.08514540046453475,red,left,0,0.0,1.0,0,0,0.010643175058066844,red,left,0,0.0,1.0,0.023021808266639708,red,left,0,0.0,1.0,0.028505365088965104,red,left,0,0.0,1.0,1,0.9875,0.9
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,2.0,0.1694548757406934,blue,right,right,left,pick up the blue block,9,10,0.027478794604539877,red,left,0,0.1,0.9,0.05386888906359673,red,left,0,0.0,1.0,0.07023256542161108,red,left,0,0.0,1.0,0.07094319015741349,red,left,0,0.0,1.0,-0.11151437014341353,blue,right,1,1.0,1.0,0,0,-0.012390485571490393,blue,right,1,1.0,1.0,0.000748792174789639,red,left,0,0.5,0.5,0.009490255315607718,red,left,0,0.1,0.9,1,0.9555555555555555,0.8
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,4.0,0.3389097514813868,blue,right,right,left,pick up the blue block,10,10,0.014290658617392184,red,left,0,0.2,0.8,0.05856288831681013,red,left,0,0.0,1.0,0.06981399775482713,red,left,0,0.0,1.0,0.058504600599408145,red,left,0,0.0,1.0,-0.1229839473962784,blue,right,1,1.0,1.0,0,0,-0.012298394739627839,blue,right,1,1.0,1.0,-0.0008923564444888719,blue,right,1,0.6,0.6,0.005977057112804564,red,left,0,0.2,0.8,1,0.9800000000000001,0.8
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,0.0,0.0,red,left,right,left,pick up the red block,8,10,-0.0074344977736473085,blue,right,0,0.4,0.6,-0.01789424642920494,blue,right,0,0.3,0.7,-0.03240941949188709,blue,right,0,0.1,0.9,-0.052010190486907956,blue,right,0,0.1,0.9,0.10937795192003251,red,left,1,1.0,1.0,0,0,0.013672243990004064,red,left,1,1.0,1.0,0.0023023390521605823,red,left,1,0.5,0.5,-0.003029067917533121,blue,right,0,0.4,0.6,1,0.8875,0.6
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,9,10,0.028061447963118553,red,left,1,1.0,1.0,0.01916900135576725,red,left,1,0.8,0.8,-0.004973468631505957,blue,right,0,0.5,0.5,-0.037582174390554425,blue,right,0,0.1,0.9,0.026322444528341295,red,left,1,0.6,0.6,1,0,0.0029247160587045884,red,left,1,0.6,0.6,-0.007878558552927439,blue,right,0,0.2,0.8,-0.0045590938429056335,blue,right,0,0.3,0.7,0,1.0,1.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,11,10,0.00544559680856764,red,left,1,0.5,0.5,-0.02774739423766732,blue,right,0,0.2,0.8,-0.0008486277889460415,blue,right,0,0.4,0.6,0.00459367111325262,red,left,1,0.5,0.5,0.06047393977642059,red,left,1,1.0,1.0,1,0,0.005497630888765508,red,left,1,1.0,1.0,-0.0007455831224268137,blue,right,0,0.5,0.5,-0.001362082562573189,blue,right,0,0.3,0.7,1,0.9090909090909091,0.5
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,0.0,0.0,red,right,left,right,pick up the red block,8,10,-0.003209838643670082,blue,left,0,0.5,0.5,0.013597232848405843,red,right,1,0.8,0.8,0.04741068370640278,red,right,1,0.9,0.9,0.09521998316049576,red,right,1,1.0,1.0,0.2764968641102314,red,right,1,1.0,1.0,1,0,0.034562108013778924,red,right,1,1.0,1.0,0.029351020666460195,red,right,1,1.0,1.0,0.02563136441874991,red,right,1,1.0,1.0,1,0.9375,0.5
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,2.0,0.1694548757406934,red,right,left,right,pick up the red block,9,10,0.008411174118518829,red,right,1,0.7,0.7,0.009344962984323501,red,right,1,0.5,0.5,0.007043352611362934,red,right,1,0.5,0.5,0.015109817832708362,red,right,1,0.7,0.7,0.33072714954614635,red,right,1,1.0,1.0,1,0,0.036747461060682926,red,right,1,1.0,1.0,0.021661392218536805,red,right,1,1.0,1.0,0.016266038912173944,red,right,1,1.0,1.0,1,0.8222222222222223,0.4
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,4.0,0.3389097514813868,red,right,left,right,pick up the red block,10,10,0.045031651351600886,red,right,1,1.0,1.0,0.026792921293526888,red,right,1,0.7,0.7,0.03971972550265491,red,right,1,0.8,0.8,0.07498218592256307,red,right,1,1.0,1.0,0.2963335245847702,red,right,1,1.0,1.0,1,0,0.02963335245847702,red,right,1,1.0,1.0,0.02264986544847488,red,right,1,1.0,1.0,0.022285033234044547,red,right,1,1.0,1.0,1,0.95,0.7
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,0.0,0.0,blue,left,left,right,pick up the blue block,8,10,0.10236824937164785,red,right,0,0.0,1.0,0.18159792870283128,red,right,0,0.0,1.0,0.2384489022195339,red,right,0,0.0,1.0,0.2736810341477394,red,right,0,0.0,1.0,0.2454893745481968,red,right,0,0.0,1.0,0,0,0.0306861718185246,red,right,0,0.0,1.0,0.05800114125013351,red,right,0,0.0,1.0,0.07487389460380404,red,right,0,0.0,1.0,1,0.9,0.6
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,9,10,0.06588305823504924,red,right,0,0.0,1.0,0.11424310900270938,red,right,0,0.0,1.0,0.17125434815883633,red,right,0,0.0,1.0,0.2304768396914005,red,right,0,0.0,1.0,0.17539623230695717,red,right,0,0.0,1.0,0,0,0.019488470256328574,red,right,0,0.0,1.0,0.043151127331786686,red,right,0,0.0,1.0,0.05258465268022996,red,right,0,0.0,1.0,1,0.9444444444444444,0.7
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,10,10,0.04768594907596707,red,right,0,0.0,1.0,0.11960461955517532,red,right,0,0.0,1.0,0.17329385339282455,red,right,0,0.0,1.0,0.18315863735973836,red,right,0,0.0,1.0,0.18080097287893293,red,right,0,0.0,1.0,0,0,0.018080097287893292,red,right,0,0.0,1.0,0.03440785063938661,red,right,0,0.0,1.0,0.040277101674786445,red,right,0,0.0,1.0,1,0.9800000000000001,0.8
