episode_id,layout_id,condition,target_color,target_side,blue_block_side,red_block_side,color_10pct_score,color_10pct_prediction,color_10pct_implied_side,color_10pct_correct,color_10pct_seed_correct_rate,side_10pct_score,side_10pct_prediction,side_10pct_correct,side_10pct_seed_correct_rate,color_20pct_score,color_20pct_prediction,color_20pct_implied_side,color_20pct_correct,color_20pct_seed_correct_rate,side_20pct_score,side_20pct_prediction,side_20pct_correct,side_20pct_seed_correct_rate,color_30pct_score,color_30pct_prediction,color_30pct_implied_side,color_30pct_correct,color_30pct_seed_correct_rate,side_30pct_score,side_30pct_prediction,side_30pct_correct,side_30pct_seed_correct_rate,color_40pct_score,color_40pct_prediction,color_40pct_implied_side,color_40pct_correct,color_40pct_seed_correct_rate,side_40pct_score,side_40pct_prediction,side_40pct_correct,side_40pct_seed_correct_rate,color_100pct_score,color_100pct_prediction,color_100pct_implied_side,color_100pct_correct,color_100pct_seed_correct_rate,side_100pct_score,side_100pct_prediction,side_100pct_correct,side_100pct_seed_correct_rate,color_flat_score,color_flat_prediction,color_flat_implied_side,color_flat_correct,color_flat_seed_correct_rate,side_flat_score,side_flat_prediction,side_flat_correct,side_flat_seed_correct_rate,color_linear_score,color_linear_prediction,color_linear_implied_side,color_linear_correct,color_linear_seed_correct_rate,side_linear_score,side_linear_prediction,side_linear_correct,side_linear_seed_correct_rate,color_exponential_score,color_exponential_prediction,color_exponential_implied_side,color_exponential_correct,color_exponential_seed_correct_rate,side_exponential_score,side_exponential_prediction,side_exponential_correct,side_exponential_seed_correct_rate
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,blue,right,right,left,-0.01445608377456665,blue,R,1,0.9,0.007556447982788087,R,1,0.6,0.01207339972257615,red,L,0,0.3,-0.014161241054534916,L,0,0.3,0.04406115382909775,red,L,0,0.0,-0.04992694497108459,L,0,0.0,0.06705686300992966,red,L,0,0.0,-0.08729459434747697,L,0,0.0,-0.08459112644195556,blue,R,1,1.0,-0.19374337345361706,L,0,0.0,-0.010573890805244445,blue,R,1,1.0,-0.024217921681702132,L,0,0.0,0.002462343747417132,red,L,0,0.3,-0.02576547074649069,L,0,0.0,0.005211435588400089,red,L,0,0.3,-0.021803851613833688,L,0,0.0
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,blue,right,right,left,0.04205635987222195,red,L,0,0.0,-0.025818787179887295,L,0,0.0,0.04643656127154827,red,L,0,0.0,-0.05903280332684518,L,0,0.0,0.06538650993257761,red,L,0,0.0,-0.12071756191551683,L,0,0.0,0.07614466086030007,red,L,0,0.0,-0.16583433032035827,L,0,0.0,-0.1482104793190956,blue,R,1,1.0,-0.34052675962448115,L,0,0.0,-0.014821047931909559,blue,R,1,1.0,-0.03405267596244811,L,0,0.0,0.0029272541945630838,red,L,0,0.3,-0.03763936833901839,L,0,0.0,0.010706916650694035,red,L,0,0.0,-0.03676912146311706,L,0,0.0
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,blue,right,right,left,0.04206297190859914,red,L,0,0.0,-0.015305753909051418,L,0,0.0,0.06543015046045184,red,L,0,0.0,-0.05055205041542649,L,0,0.0,0.07956356758251786,red,L,0,0.0,-0.09672708693891763,L,0,0.0,0.09332526154816151,red,L,0,0.0,-0.144824310336262,L,0,0.0,0.08514540046453475,red,L,0,0.0,-0.22989578247070314,L,0,0.0,0.010643175058066844,red,L,0,0.0,-0.028736972808837892,L,0,0.0,0.023021808266639708,red,L,0,0.0,-0.03517117543766897,L,0,0.0,0.028505365088965104,red,L,0,0.0,-0.03615293560949649,L,0,0.0
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,blue,right,right,left,0.027478794604539877,red,L,0,0.1,0.03170829612761736,R,1,1.0,0.05386888906359673,red,L,0,0.0,0.019640080109238626,R,1,0.6,0.07023256542161108,red,L,0,0.0,-0.007256686240434639,L,0,0.4,0.07094319015741349,red,L,0,0.0,-0.03978883907198906,L,0,0.2,-0.11151437014341353,blue,R,1,1.0,-0.15109300166368486,L,0,0.0,-0.012390485571490393,blue,R,1,1.0,-0.016788111295964983,L,0,0.0,0.000748792174789639,red,L,0,0.5,-0.015967391398217942,L,0,0.0,0.009490255315607718,red,L,0,0.1,-0.009695721108200418,L,0,0.2
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,blue,right,right,left,0.014290658617392184,red,L,0,0.2,0.021077760234475135,R,1,0.8,0.05856288831681013,red,L,0,0.0,-0.010918695665895938,L,0,0.6,0.06981399775482713,red,L,0,0.0,-0.04245928408578038,L,0,0.1,0.058504600599408145,red,L,0,0.0,-0.058144981935620316,L,0,0.1,-0.1229839473962784,blue,R,1,1.0,-0.1803348138928413,L,0,0.0,-0.012298394739627839,blue,R,1,1.0,-0.01803348138928413,L,0,0.0,-0.0008923564444888719,blue,R,1,0.6,-0.01720318000424992,L,0,0.0,0.005977057112804564,red,L,0,0.2,-0.013321088128371308,L,0,0.1
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,red,left,right,left,-0.0074344977736473085,blue,R,0,0.4,-0.062047925591468815,L,1,1.0,-0.01789424642920494,blue,R,0,0.3,-0.12610550820827485,L,1,1.0,-0.03240941949188709,blue,R,0,0.1,-0.188169239833951,L,1,1.0,-0.052010190486907956,blue,R,0,0.1,-0.24423561245203018,L,1,1.0,0.10937795192003251,red,L,1,1.0,-0.384354905039072,L,1,1.0,0.013672243990004064,red,L,1,1.0,-0.048044363129884,L,1,1.0,0.0023023390521605823,red,L,1,0.5,-0.06382946347196898,L,1,1.0,-0.003029067917533121,blue,R,0,0.4,-0.06995889426831213,L,1,1.0
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,red,left,right,left,0.028061447963118553,red,L,1,1.0,-0.03813059650361539,L,1,0.9,0.01916900135576725,red,L,1,0.8,-0.08695399604737758,L,1,1.0,-0.004973468631505957,blue,R,0,0.5,-0.12508443418890236,L,1,1.0,-0.037582174390554425,blue,R,0,0.1,-0.14435139521956442,L,1,1.0,0.026322444528341295,red,L,1,0.6,-0.12557417601346968,L,1,1.0,0.0029247160587045884,red,L,1,0.6,-0.013952686223718853,L,1,1.0,-0.007878558552927439,blue,R,0,0.2,-0.024826898872852325,L,1,1.0,-0.0045590938429056335,blue,R,0,0.3,-0.03195556564734337,L,1,1.0
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,red,left,right,left,0.00544559680856764,red,L,1,0.5,-0.04408965827897191,L,1,0.8,-0.02774739423766732,blue,R,0,0.2,-0.112970176897943,L,1,1.0,-0.0008486277889460415,blue,R,0,0.4,-0.15463234120979902,L,1,1.0,0.00459367111325262,red,L,1,0.5,-0.1534186193719506,L,1,1.0,0.06047393977642059,red,L,1,1.0,-0.11928594708442686,L,1,1.0,0.005497630888765508,red,L,1,1.0,-0.01084417700767517,L,1,1.0,-0.0007455831224268137,blue,R,0,0.5,-0.019258010590618307,L,1,1.0,-0.001362082562573189,blue,R,0,0.3,-0.02662738140178683,L,1,1.0
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,red,right,left,right,-0.003209838643670082,blue,L,0,0.5,-0.0005222283303737641,L,0,0.5,0.013597232848405843,red,R,1,0.8,-0.022090826183557514,L,0,0.1,0.04741068370640278,red,R,1,0.9,-0.04494538381695748,L,0,0.1,0.09521998316049576,red,R,1,1.0,-0.04932549148797989,L,0,0.2,0.2764968641102314,red,R,1,1.0,-0.03865815773606301,L,0,0.2,0.034562108013778924,red,R,1,1.0,-0.004832269717007876,L,0,0.2,0.029351020666460195,red,R,1,1.0,-0.008291047252714635,L,0,0.2,0.02563136441874991,red,R,1,1.0,-0.00994930082982825,L,0,0.1
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,red,right,left,right,0.008411174118518829,red,R,1,0.7,0.01711127154529095,R,1,0.8,0.009344962984323501,red,R,1,0.5,0.00885227754712105,R,1,0.6,0.007043352611362934,red,R,1,0.5,-0.00713110074400901,L,0,0.4,0.015109817832708362,red,R,1,0.7,-0.03590730845928192,L,0,0.2,0.33072714954614635,red,R,1,1.0,-0.14823141768574713,L,0,0.0,0.036747461060682926,red,R,1,1.0,-0.01647015752063857,L,0,0.0,0.021661392218536805,red,R,1,1.0,-0.015992356505658896,L,0,0.0,0.016266038912173944,red,R,1,1.0,-0.011161283584622657,L,0,0.1
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,red,right,left,right,0.045031651351600886,red,R,1,1.0,-0.060093780141323806,L,0,0.0,0.026792921293526888,red,R,1,0.7,-0.06165864083915949,L,0,0.0,0.03971972550265491,red,R,1,0.8,-0.08039351086132228,L,0,0.0,0.07498218592256307,red,R,1,1.0,-0.10713952302932739,L,0,0.0,0.2963335245847702,red,R,1,1.0,-0.20666650384664534,L,0,0.0,0.02963335245847702,red,R,1,1.0,-0.020666650384664535,L,0,0.0,0.02264986544847488,red,R,1,1.0,-0.02460114294832403,L,0,0.0,0.022285033234044547,red,R,1,1.0,-0.02754280204555109,L,0,0.0
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,blue,left,left,right,0.10236824937164785,red,R,0,0.0,-0.0937844976782799,L,1,1.0,0.18159792870283128,red,R,0,0.0,-0.17712055034935476,L,1,1.0,0.2384489022195339,red,R,0,0.0,-0.24368893150240184,L,1,1.0,0.2736810341477394,red,R,0,0.0,-0.28717041462659837,L,1,1.0,0.2454893745481968,red,R,0,0.0,-0.4260872222483158,L,1,1.0,0.0306861718185246,red,R,0,0.0,-0.053260902781039475,L,1,1.0,0.05800114125013351,red,R,0,0.0,-0.07471886773904164,L,1,1.0,0.07487389460380404,red,R,0,0.0,-0.08620611029522944,L,1,1.0
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,blue,left,left,right,0.06588305823504924,red,R,0,0.0,-0.05419772565364838,L,1,1.0,0.11424310900270938,red,R,0,0.0,-0.12394631996750831,L,1,1.0,0.17125434815883633,red,R,0,0.0,-0.17509493228048084,L,1,1.0,0.2304768396914005,red,R,0,0.0,-0.1968080024421215,L,1,1.0,0.17539623230695717,red,R,0,0.0,-0.14803015068173409,L,1,1.0,0.019488470256328574,red,R,0,0.0,-0.016447794520192675,L,1,1.0,0.043151127331786686,red,R,0,0.0,-0.031962830043501325,L,1,1.0,0.05258465268022996,red,R,0,0.0,-0.042786510954284686,L,1,1.0
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,blue,left,left,right,0.04768594907596707,red,R,0,0.0,-0.034448433034121984,L,1,1.0,0.11960461955517532,red,R,0,0.0,-0.11950667103752494,L,1,1.0,0.17329385339282455,red,R,0,0.0,-0.18883346590213473,L,1,1.0,0.18315863735973836,red,R,0,0.0,-0.21034378863871098,L,1,1.0,0.18080097287893293,red,R,0,0.0,-0.15017307847738265,L,1,1.0,0.018080097287893292,red,R,0,0.0,-0.015017307847738266,L,1,1.0,0.03440785063938661,red,R,0,0.0,-0.026330547874624077,L,1,1.0,0.040277101674786445,red,R,0,0.0,-0.03452364287904057,L,1,1.0
