episode_id,layout_id,condition,alpha_normalized,alpha_m,target_color,target_side,blue_block_side,red_block_side,instruction,pregrasp_chunks,num_seeds,margin_10pct,prediction_color_10pct,prediction_side_10pct,correct_10pct,seed_correct_rate_10pct,seed_prediction_agreement_10pct,margin_20pct,prediction_color_20pct,prediction_side_20pct,correct_20pct,seed_correct_rate_20pct,seed_prediction_agreement_20pct,margin_30pct,prediction_color_30pct,prediction_side_30pct,correct_30pct,seed_correct_rate_30pct,seed_prediction_agreement_30pct,margin_40pct,prediction_color_40pct,prediction_side_40pct,correct_40pct,seed_correct_rate_40pct,seed_prediction_agreement_40pct,margin_100pct,prediction_color_100pct,prediction_side_100pct,correct_100pct,seed_correct_rate_100pct,seed_prediction_agreement_100pct,early_correct_20_to_40pct,late_reversal,flat_final_score,flat_final_prediction_color,flat_final_prediction_side,flat_correct,flat_seed_correct_rate,flat_seed_prediction_agreement,linear_final_score,linear_final_prediction_color,linear_final_prediction_side,linear_correct,linear_seed_correct_rate,linear_seed_prediction_agreement,exponential_final_score,exponential_final_prediction_color,exponential_final_prediction_side,exponential_correct,exponential_seed_correct_rate,exponential_seed_prediction_agreement,flat_final_prediction_stable_80pct,mean_chunk_sign_seed_agreement,minimum_chunk_sign_seed_agreement
2026_08_18_00_50_52_802516_L1_right_C1,L1,C1,2.0,0.1694548757406934,blue,right,right,left,pick up the blue block,8,10,0.0519385552406311,red,left,0,0.0,1.0,0.05536968678236007,red,left,0,0.0,1.0,0.05715994924306869,red,left,0,0.0,1.0,0.0626374927163124,red,left,0,0.0,1.0,-0.0699935108423233,blue,right,1,1.0,1.0,0,0,-0.008749188855290413,blue,right,1,1.0,1.0,0.001325101984871757,red,left,0,0.5,0.5,0.011789462735060846,red,left,0,0.0,1.0,1,0.9624999999999999,0.8
2026_08_18_00_51_25_610649_L1_right_C2,L1,C2,4.0,0.3389097514813868,blue,right,right,left,pick up the blue block,10,10,0.034709680974483494,red,left,0,0.0,1.0,0.05531043827533723,red,left,0,0.0,1.0,0.03979221004992724,red,left,0,0.0,1.0,0.018609646856784814,red,left,0,0.0,1.0,-0.1292088583111763,blue,right,1,1.0,1.0,0,0,-0.01292088583111763,blue,right,1,1.0,1.0,-0.0032505475391041132,blue,right,1,0.9,0.9,0.003712347424217315,red,left,0,0.1,0.9,1,0.9800000000000001,0.8
2026_08_18_00_52_54_907596_L3_right_C0,L3,C0,0.0,0.0,blue,right,right,left,pick up the blue block,8,10,0.03363803864456713,red,left,0,0.0,1.0,0.04519930750131607,red,left,0,0.0,1.0,0.028643484599888334,red,left,0,0.0,1.0,-0.019956126511096958,blue,right,1,0.7,0.7,-0.13278302550315854,blue,right,1,1.0,1.0,1,0,-0.016597878187894818,blue,right,1,1.0,1.0,-0.011604925162262384,blue,right,1,0.9,0.9,-0.003349620556538296,blue,right,1,0.8,0.8,1,0.9125000000000001,0.6
2026_08_18_00_53_23_339528_L3_right_C1,L3,C1,2.0,0.1694548757406934,blue,right,right,left,pick up the blue block,9,10,0.07590313006192445,red,left,0,0.0,1.0,0.07801376923918724,red,left,0,0.0,1.0,0.03975347973406316,red,left,0,0.0,1.0,-0.005070530921220779,blue,right,1,0.8,0.8,-0.17776335403323174,blue,right,1,1.0,1.0,1,0,-0.019751483781470194,blue,right,1,1.0,1.0,-0.011189025872283513,blue,right,1,1.0,1.0,0.0016920576328446452,red,left,0,0.3,0.7,1,1.0,1.0
2026_08_18_00_53_52_283658_L3_right_C2,L3,C2,4.0,0.3389097514813868,blue,right,right,left,pick up the blue block,10,10,0.10873673362657428,red,left,0,0.0,1.0,0.12074423899874091,red,left,0,0.0,1.0,0.08620635776780547,red,left,0,0.0,1.0,0.04044832512736322,red,left,0,0.0,1.0,-0.08953751772642135,blue,right,1,1.0,1.0,0,0,-0.008953751772642135,blue,right,1,1.0,1.0,0.002670621519738978,red,left,0,0.0,1.0,0.0160529441127098,red,left,0,0.0,1.0,1,0.99,0.9
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,0.0,0.0,red,left,right,left,pick up the red block,8,10,0.05495724007487297,red,left,1,1.0,1.0,0.07000641897320746,red,left,1,1.0,1.0,0.0538819570094347,red,left,1,1.0,1.0,0.015318274497985833,red,left,1,0.8,0.8,0.10777372121810912,red,left,1,1.0,1.0,1,0,0.01347171515226364,red,left,1,1.0,1.0,0.007634518543879191,red,left,1,1.0,1.0,0.014489124600272315,red,left,1,1.0,1.0,1,0.9624999999999999,0.8
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,9,10,0.05124164566397667,red,left,1,1.0,1.0,0.038213786110281936,red,left,1,1.0,1.0,0.04655056655406951,red,left,1,1.0,1.0,0.084411338865757,red,left,1,1.0,1.0,0.13180315047502517,red,left,1,1.0,1.0,1,0,0.014644794497225019,red,left,1,1.0,1.0,0.015335124267472165,red,left,1,1.0,1.0,0.020867094538303908,red,left,1,1.0,1.0,1,0.9444444444444444,0.6
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,11,10,0.07134886272251605,red,left,1,1.0,1.0,0.05435049561783672,red,left,1,1.0,1.0,0.09998054038733244,red,left,1,1.0,1.0,0.12914073914289476,red,left,1,1.0,1.0,0.17704730257391932,red,left,1,1.0,1.0,1,0,0.016095209324901757,red,left,1,1.0,1.0,0.019183898796186306,red,left,1,1.0,1.0,0.024537102182919972,red,left,1,1.0,1.0,1,0.9363636363636364,0.7
2026_08_18_00_56_19_492037_L3_right_C0,L3,C0,0.0,0.0,red,right,left,right,pick up the red block,8,10,-0.027011678740382197,blue,left,0,0.0,1.0,0.01647957861423493,red,right,1,0.7,0.7,0.11115042306482789,red,right,1,1.0,1.0,0.23767750561237333,red,right,1,1.0,1.0,0.48534384891390797,red,right,1,1.0,1.0,1,0,0.060667981114238496,red,right,1,1.0,1.0,0.06932704351428481,red,right,1,1.0,1.0,0.05935309426568793,red,right,1,1.0,1.0,1,0.9375,0.5
2026_08_18_00_56_48_148319_L3_right_C1,L3,C1,2.0,0.1694548757406934,red,right,left,right,pick up the red block,9,10,-0.04841090485453606,blue,left,0,0.0,1.0,-0.013722507581114762,blue,left,0,0.3,0.7,0.03640722017735243,red,right,1,0.9,0.9,0.0951122120022774,red,right,1,1.0,1.0,0.41596075966954227,red,right,1,1.0,1.0,1,0,0.04621786218550469,red,right,1,1.0,1.0,0.03791002064943314,red,right,1,1.0,1.0,0.027039971250500765,red,right,1,1.0,1.0,1,1.0,1.0
2026_08_18_00_57_15_980084_L3_right_C2,L3,C2,4.0,0.3389097514813868,red,right,left,right,pick up the red block,10,10,-0.030921435970813035,blue,left,0,0.0,1.0,-0.008345614299178121,blue,left,0,0.5,0.5,0.007292642090469604,red,right,1,0.6,0.6,0.012097551152110104,red,right,1,0.7,0.7,0.15222287327051165,red,right,1,1.0,1.0,1,0,0.015222287327051165,red,right,1,1.0,1.0,0.007450756538997998,red,right,1,0.9,0.9,0.00377893472107565,red,right,1,0.8,0.8,1,0.9,0.5
2026_08_18_00_57_54_988496_L3_left_C0,L3,C0,0.0,0.0,blue,left,left,right,pick up the blue block,8,10,-0.0024232327938079837,blue,left,1,0.5,0.5,0.057235721871256834,red,right,0,0.0,1.0,0.14700758717954157,red,right,0,0.0,1.0,0.23492308631539344,red,right,0,0.0,1.0,0.21492321342229842,red,right,0,0.0,1.0,0,0,0.026865401677787303,red,right,0,0.0,1.0,0.043177102216415936,red,right,0,0.0,1.0,0.04602981078678372,red,right,0,0.0,1.0,1,0.8,0.5
2026_08_18_00_58_22_709133_L3_left_C1,L3,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,9,10,-0.03553984120488167,blue,left,1,0.9,0.9,0.025041991099715243,red,right,0,0.3,0.7,0.11257392782717941,red,right,0,0.0,1.0,0.18225070729851722,red,right,0,0.0,1.0,0.2182817734777927,red,right,0,0.0,1.0,0,0,0.02425353038642141,red,right,0,0.0,1.0,0.03605055525898933,red,right,0,0.0,1.0,0.03321904171440152,red,right,0,0.0,1.0,1,0.9555555555555555,0.8
2026_08_18_00_59_48_029579_L3_left_C2,L3,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,10,10,0.06169415342621505,red,right,0,0.0,1.0,0.15909507930278777,red,right,0,0.0,1.0,0.28952747433446346,red,right,0,0.0,1.0,0.3430136513710022,red,right,0,0.0,1.0,0.40137192904949187,red,right,0,0.0,1.0,0,0,0.04013719290494919,red,right,0,0.0,1.0,0.05942817790941759,red,right,0,0.0,1.0,0.06634271585535388,red,right,0,0.0,1.0,1,0.99,0.9
